year,division_name,crime_category,crime_subtype,incidents_reported,incidents_cleared,count_
2020,D55,Criminal Code Traffic,Other,6,6,6
2017,D32,Crimes Against Property,Auto Theft,7,1,7
2021,D55,Crimes Against Property,Break & Enter-Other,17,4,17
2022,D31,Crimes Against the Person,Robbery-Other,38,19,38
2019,D53,Criminal Code Traffic,Other,6,6,6
2021,D12,Crimes Against the Person,Assault,49,36,49
2016,D31,Crimes Against Property,Other,195,61,195
2014,D41,Crimes Against Property,Auto Theft,52,7,52
2021,D12,Crimes Against Property,Break & Enter-House,2,1,2
2014,D55,Other Criminal Code Violations,Other,19,16,19
2016,D42,Crimes Against the Person,Other,32,18,32
2014,D55,Crimes Against Property,Break & Enter-Commercial,15,3,15
2014,D14,Crimes Against Property,Theft Over $5000,5,2,5
2020,D55,Crimes Against Property,Break & Enter-Commercial,26,3,26
2016,D12,Crimes Against Property,Other,132,48,132
2016,D53,Crimes Against Property,Break & Enter-Apartment,9,1,9
2019,D33,Crimes Against Property,Break & Enter-Commercial,11,1,11
2017,D55,Crimes Against Property,Theft Under $5000,177,36,177
2016,D23,Crimes Against Property,Break & Enter-House,23,3,23
2023,D14,Crimes Against Property,Theft Under $5000,334,41,334
2017,D55,Crimes Against the Person,Robbery-Financial,2,2,2
2014,D33,Controlled Drugs and Substances Act,Other,4,4,4
2019,D52,Crimes Against Property,Break & Enter-House,9,6,9
2014,D52,Crimes Against Property,Theft Over $5000,12,1,12
2018,D22,Crimes Against Property,Theft Under $5000,246,95,246
2014,D51,Crimes Against Property,Break & Enter-Commercial,2,1,2
2017,D13,Crimes Against Property,Theft Under $5000,154,30,154
2021,D14,Crimes Against Property,Break & Enter-Apartment,4,1,4
2015,D53,Crimes Against the Person,Other,2,2,2
2021,D14,Crimes Against Property,Fraud,79,4,79
2016,D41,Crimes Against Property,Break & Enter-Apartment,20,5,20
2018,D31,Crimes Against Property,Theft Under $5000,512,225,512
2023,D33,Crimes Against Property,Break & Enter-House,66,3,66
2014,D12,Crimes Against the Person,Other,6,6,6
2015,D33,Criminal Code Traffic,Other,12,12,12
2015,D11,Crimes Against the Person,Other,9,5,9
2021,D33,Crimes Against Property,Other,62,11,62
2019,D23,Crimes Against Property,Auto Theft,88,5,88
2016,D51,Crimes Against the Person,Other,2,1,2
2018,D41,Controlled Drugs and Substances Act,Other,18,18,18
2016,D32,Crimes Against Property,Auto Theft,54,5,54
2016,D13,Other Criminal Code Violations,Other,7,7,7
2022,D41,Crimes Against Property,Theft Under $5000,377,40,377
2016,D55,Crimes Against Property,Break & Enter-Apartment,5,2,5
2021,D41,Crimes Against Property,Theft Under $5000,42,7,42
2022,D33,Crimes Against the Person,Sexual Violation,33,14,33
2023,D53,Crimes Against the Person,Assault,1,1,1
2019,D33,Controlled Drugs and Substances Act,Other,15,12,15
2018,D55,Crimes Against the Person,Sexual Violation,11,1,11
2017,D33,Crimes Against the Person,Other,2,1,2
2016,D32,Crimes Against Property,Fraud,32,6,32
2017,D14,Crimes Against Property,Theft Under $5000,303,81,303
2016,D32,Crimes Against the Person,Sexual Violation,15,8,15
2023,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,3,5
2017,D12,Other Criminal Code Violations,Other,24,19,24
2023,D14,Other Criminal Code Violations,Other,74,65,74
2015,D55,Crimes Against the Person,Other,2,2,2
2017,D32,Criminal Code Traffic,Other,4,4,4
2019,D43,Crimes Against Property,Auto Theft,27,2,27
2017,D12,Controlled Drugs and Substances Act,Other,1,1,1
2016,D33,Crimes Against the Person,Other,1,1,1
2015,D11,Crimes Against the Person,Sexual Violation,12,6,12
2014,D31,Criminal Code Traffic,Other,23,22,23
2016,D55,Controlled Drugs and Substances Act,Other,25,25,25
2020,D14,Crimes Against Property,Fraud,83,8,83
2022,D33,Crimes Against Property,Theft Under $5000,185,9,185
2014,D31,Crimes Against the Person,Robbery-Other,50,17,50
2016,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,14,12,14
2016,D22,Crimes Against Property,Fraud,39,7,39
2014,D13,Crimes Against Property,Theft Under $5000,138,23,138
2022,D22,Crimes Against Property,Theft Over $5000,9,1,9
2014,D51,Crimes Against Property,Break & Enter-Commercial,17,4,17
2022,D12,Crimes Against Property,Theft Over $5000,9,1,9
2015,D41,Crimes Against Property,Other,62,24,62
2018,D22,Crimes Against Property,Fraud,34,2,34
2015,D53,Crimes Against Property,Break & Enter-House,6,3,6
2016,D23,Other Federal Statute Violations,Other,1,1,1
2020,D32,Crimes Against Property,Break & Enter-Commercial,15,7,15
2023,D43,Crimes Against the Person,Assault,51,37,51
2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,3
2016,D22,Crimes Against Property,Theft Under $5000,85,12,85
2018,D14,Controlled Drugs and Substances Act,Other,2,2,2
2014,D12,Crimes Against Property,Fraud,21,5,21
2018,D33,Crimes Against the Person,Sexual Violation,11,6,11
2023,D32,Controlled Drugs and Substances Act,Other,7,6,7
2017,D55,Crimes Against the Person,Robbery-Other,19,14,19
2019,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2017,D43,Other Federal Statute Violations,Other,1,1,1
2019,D42,Other Federal Statute Violations,Other,1,1,1
2017,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,15,15
2018,D31,Criminal Code Traffic,Other,1,1,1
2021,D43,Criminal Code Traffic,Other,15,13,15
2016,D55,Crimes Against Property,Break & Enter-Apartment,2,2,2
2017,D55,Controlled Drugs and Substances Act,Other,33,33,33
2014,D13,Crimes Against Property,Other,19,8,19
2018,D41,Crimes Against Property,Theft Under $5000,50,11,50
2014,D42,Crimes Against the Person,Assault,92,73,92
2018,D42,Crimes Against Property,Fraud,93,22,93
2023,D41,Crimes Against Property,Theft Under $5000,530,57,530
2017,D33,Controlled Drugs and Substances Act,Other,4,4,4
2018,D22,Crimes Against Property,Break & Enter-Apartment,10,4,10
2020,D12,Controlled Drugs and Substances Act,Other,8,8,8
2015,D42,Crimes Against the Person,Sexual Violation,6,3,6
2017,D41,Crimes Against Property,Theft Over $5000,3,1,3
2014,D43,Other Criminal Code Violations,Other,127,120,127
2019,D12,Crimes Against the Person,Sexual Violation,21,10,21
2018,D55,Crimes Against Property,Theft Under $5000,1,1,1
2021,D55,Crimes Against Property,Break & Enter-Commercial,18,5,18
2018,D12,Crimes Against Property,Theft Under $5000,86,22,86
2023,D13,Crimes Against the Person,Sexual Violation,7,2,7
2022,D43,Crimes Against the Person,Assault,34,20,34
2021,D52,Other Criminal Code Violations,Other,59,51,59
2020,D14,Crimes Against Property,Break & Enter-Commercial,40,12,40
2020,D42,Crimes Against the Person,Robbery-Financial,1,1,1
2014,D13,Controlled Drugs and Substances Act,Other,5,5,5
2018,D43,Crimes Against Property,Other,29,7,29
2023,D22,Other Federal Statute Violations,Other,2,1,2
2017,D14,Crimes Against Property,Break & Enter-Apartment,30,6,30
2022,D55,Crimes Against Property,Auto Theft,55,3,55
2022,D22,Crimes Against Property,Fraud,39,4,39
2016,D42,Crimes Against Property,Other,71,18,71
2016,D53,Crimes Against Property,Break & Enter-Commercial,15,4,15
2022,D33,Crimes Against the Person,Sexual Violation,11,4,11
2023,D42,Crimes Against Property,Break & Enter-Commercial,8,2,8
2017,D41,Crimes Against Property,Theft Under $5000,106,45,106
2015,D33,Other Federal Statute Violations,Other,1,1,1
2017,D11,Controlled Drugs and Substances Act,Other,13,12,13
2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,3
2015,D32,Controlled Drugs and Substances Act,Other,8,8,8
2018,D43,Controlled Drugs and Substances Act,Other,43,41,43
2016,D11,Crimes Against Property,Auto Theft,16,3,16
2022,NSA,Crimes Against the Person,Robbery-Other,89,74,89
2015,D11,Controlled Drugs and Substances Act,Other,22,21,22
2017,D41,Controlled Drugs and Substances Act,Other,4,4,4
2020,D22,Other Criminal Code Violations,Other,38,30,38
2022,D43,Crimes Against the Person,Sexual Violation,2,1,2
2016,D13,Crimes Against the Person,Robbery-Financial,2,2,2
2015,D11,Other Federal Statute Violations,Other,2,2,2
2014,D43,Crimes Against the Person,Assault,31,25,31
2020,D53,Crimes Against the Person,Other,5,1,5
2022,D32,Criminal Code Traffic,Other,2,2,2
2014,D12,Crimes Against the Person,Assault,14,7,14
2021,D42,Crimes Against Property,Other,30,7,30
2015,D32,Crimes Against Property,Other,57,11,57
2018,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,6
2018,D14,Crimes Against Property,Theft Over $5000,5,1,5
2015,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,29,26,29
2014,D22,Crimes Against the Person,Other,7,4,7
2023,D42,Crimes Against Property,Break & Enter-Apartment,6,1,6
2016,D23,Crimes Against Property,Other,217,82,217
2020,D14,Crimes Against Property,Break & Enter-House,5,2,5
2018,D13,Crimes Against Property,Other,1,1,1
2020,D52,Crimes Against Property,Theft Over $5000,7,3,7
2023,D43,Crimes Against the Person,Assault,48,34,48
2022,D33,Crimes Against Property,Auto Theft,21,3,21
2021,D23,Crimes Against the Person,Sexual Violation,7,5,7
2016,D52,Criminal Code Traffic,Other,1,1,1
2019,D43,Crimes Against Property,Fraud,18,2,18
2022,D14,Crimes Against Property,Break & Enter-Commercial,8,2,8
2014,D12,Crimes Against Property,Other,94,34,94
2015,D43,Crimes Against the Person,Robbery-Other,38,28,38
2016,D32,Controlled Drugs and Substances Act,Other,6,5,6
2017,D55,Crimes Against Property,Break & Enter-House,13,4,13
2020,D53,Crimes Against Property,Theft Over $5000,4,1,4
2018,D23,Crimes Against Property,Auto Theft,44,6,44
2023,D12,Crimes Against Property,Break & Enter-Apartment,1,1,1
2016,D23,Crimes Against the Person,Attempt Murder,1,1,1
2022,D23,Crimes Against Property,Theft Under $5000,69,2,69
2023,D14,Crimes Against the Person,Other,7,4,7
2017,D41,Crimes Against Property,Other,157,55,157
2020,D22,Other Federal Statute Violations,Other,1,1,1
2023,D32,Crimes Against the Person,Sexual Violation,4,2,4
2015,D14,Other Federal Statute Violations,Other,2,1,2
2020,D51,Crimes Against the Person,Assault,204,127,204
2020,D33,Crimes Against Property,Fraud,29,1,29
2019,D53,Crimes Against the Person,Assault,16,9,16
2023,D32,Crimes Against Property,Break & Enter-Commercial,33,1,33
2019,D43,Crimes Against Property,Theft Under $5000,14,5,14
2019,D23,Criminal Code Traffic,Other,1,1,1
2020,D41,Crimes Against the Person,Assault,26,19,26
2023,D41,Crimes Against Property,Fraud,144,10,144
2022,D11,Crimes Against the Person,Robbery-Other,10,5,10
2023,D42,Crimes Against the Person,Robbery-Other,26,15,26
2021,D53,Crimes Against Property,Break & Enter-Apartment,16,4,16
2018,D14,Crimes Against the Person,Sexual Violation,15,7,15
2015,D55,Crimes Against Property,Break & Enter-Apartment,9,1,9
2023,D12,Crimes Against Property,Break & Enter-Other,6,1,6
2015,D12,Crimes Against the Person,Sexual Violation,13,6,13
2017,D23,Crimes Against Property,Other,2,2,2
2016,D51,Crimes Against the Person,Other,50,27,50
2023,D22,Crimes Against Property,Theft Under $5000,166,22,166
2017,D14,Controlled Drugs and Substances Act,Other,74,70,74
2023,D13,Crimes Against the Person,Robbery-Other,2,1,2
2022,D11,Crimes Against the Person,Sexual Violation,7,3,7
2020,D43,Crimes Against the Person,Assault,159,105,159
2015,D53,Crimes Against Property,Other,5,1,5
2019,D43,Crimes Against the Person,Assault,59,43,59
2016,D31,Crimes Against Property,Other,28,7,28
2022,D14,Crimes Against the Person,Attempt Murder,1,1,1
2014,D51,Crimes Against Property,Break & Enter-Other,10,5,10
2022,D33,Crimes Against Property,Break & Enter-Commercial,6,1,6
2017,D11,Criminal Code Traffic,Other,7,7,7
2015,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,2
2017,D43,Crimes Against Property,Break & Enter-Apartment,11,3,11
2016,D12,Other Criminal Code Violations,Other,6,6,6
2022,D55,Controlled Drugs and Substances Act,Other,8,6,8
2016,D11,Crimes Against Property,Break & Enter-Commercial,7,1,7
2021,D55,Criminal Code Traffic,Other,36,33,36
2022,D32,Crimes Against the Person,Robbery-Other,4,1,4
2020,D42,Crimes Against the Person,Robbery-Other,14,6,14
2016,D43,Crimes Against Property,Fraud,2,2,2
2020,D32,Crimes Against Property,Break & Enter-Apartment,8,2,8
2014,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,29,24,29
2015,D23,Other Federal Statute Violations,Other,1,1,1
2020,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,4
2022,D43,Crimes Against the Person,Assault,80,56,80
2015,D23,Other Criminal Code Violations,Other,27,24,27
2020,D14,Crimes Against Property,Break & Enter-House,2,2,2
2021,D22,Controlled Drugs and Substances Act,Other,1,1,1
2015,D14,Crimes Against the Person,Assault,1,1,1
2021,D51,Crimes Against the Person,Other,18,10,18
2018,D43,Crimes Against Property,Break & Enter-House,5,2,5
2019,D12,Crimes Against the Person,Assault,55,41,55
2023,D14,Crimes Against Property,Fraud,62,1,62
2018,D22,Crimes Against the Person,Assault,29,16,29
2022,D23,Crimes Against the Person,Other,18,7,18
2019,D23,Crimes Against Property,Auto Theft,19,1,19
2014,D52,Crimes Against the Person,Other,4,3,4
2017,D52,Crimes Against Property,Other,6,5,6
2017,NSA,Other Criminal Code Violations,Other,5,5,5
2022,D23,Crimes Against Property,Theft Under $5000,14,1,14
2023,D32,Crimes Against the Person,Other,18,3,18
2023,D41,Crimes Against Property,Theft Under $5000,34,1,34
2023,D55,Crimes Against Property,Other,90,15,90
2019,D31,Crimes Against Property,Theft Under $5000,40,4,40
2020,D53,Crimes Against the Person,Other,3,3,3
2016,D52,Controlled Drugs and Substances Act,Other,33,30,33
2021,D23,Criminal Code Traffic,Other,16,15,16
2014,D31,Crimes Against Property,Other,51,23,51
2014,D32,Crimes Against Property,Break & Enter-Other,3,1,3
2023,D52,Crimes Against the Person,Other,26,13,26
2018,D23,Crimes Against the Person,Assault,50,30,50
2018,D32,Crimes Against Property,Break & Enter-House,51,3,51
2016,D33,Crimes Against Property,Theft Under $5000,73,23,73
2019,D51,Other Criminal Code Violations,Other,574,542,574
2015,D55,Controlled Drugs and Substances Act,Other,49,47,49
2016,D53,Crimes Against the Person,Other,1,1,1
2017,D43,Crimes Against the Person,Sexual Violation,4,2,4
2016,D13,Crimes Against the Person,Other,25,13,25
2017,D13,Crimes Against the Person,Sexual Violation,3,1,3
2014,D55,Other Criminal Code Violations,Other,50,45,50
2019,D12,Other Federal Statute Violations,Other,3,3,3
2018,D12,Crimes Against Property,Break & Enter-Apartment,4,1,4
2018,D41,Crimes Against Property,Fraud,57,2,57
2017,D12,Controlled Drugs and Substances Act,Other,4,4,4
2021,D31,Crimes Against the Person,Robbery-Other,25,13,25
2015,D31,Crimes Against Property,Break & Enter-Commercial,7,2,7
2022,D32,Other Federal Statute Violations,Other,1,1,1
2018,D14,Crimes Against Property,Break & Enter-Apartment,30,1,30
2021,D33,Controlled Drugs and Substances Act,Other,2,2,2
2022,D14,Crimes Against Property,Break & Enter-Commercial,2,1,2
2021,D12,Crimes Against Property,Theft Under $5000,66,8,66
2018,D42,Crimes Against Property,Theft Under $5000,484,115,484
2019,D33,Crimes Against Property,Theft Under $5000,132,7,132
2016,D55,Crimes Against Property,Auto Theft,7,2,7
2014,D32,Crimes Against the Person,Assault,37,23,37
2014,D52,Crimes Against Property,Break & Enter-Apartment,9,1,9
2019,D53,Crimes Against Property,Break & Enter-Commercial,2,1,2
2023,D51,Controlled Drugs and Substances Act,Other,37,31,37
2022,D14,Criminal Code Traffic,Other,7,7,7
2018,D32,Crimes Against the Person,Robbery-Other,17,5,17
2015,D13,Crimes Against Property,Break & Enter-Commercial,10,4,10
2023,D55,Crimes Against the Person,Other,23,15,23
2016,D53,Controlled Drugs and Substances Act,Other,4,4,4
2014,D13,Crimes Against Property,Break & Enter-Apartment,10,5,10
2020,D12,Crimes Against the Person,Other,17,9,17
2021,D11,Crimes Against the Person,Other,2,2,2
2018,D14,Criminal Code Traffic,Other,5,5,5
2017,D42,Crimes Against the Person,Sexual Violation,11,7,11
2019,D55,Crimes Against Property,Theft Under $5000,385,123,385
2021,D53,Crimes Against Property,Theft Over $5000,30,3,30
2019,D53,Other Criminal Code Violations,Other,2,1,2
2014,D14,Controlled Drugs and Substances Act,Other,22,21,22
2022,D12,Crimes Against Property,Break & Enter-Apartment,3,2,3
2016,D41,Crimes Against Property,Break & Enter-Other,2,1,2
2014,D41,Crimes Against Property,Theft Under $5000,1,1,1
2020,D22,Crimes Against Property,Theft Over $5000,5,1,5
2015,D43,Controlled Drugs and Substances Act,Other,51,47,51
2020,D41,Crimes Against Property,Fraud,9,3,9
2014,D55,Crimes Against Property,Auto Theft,23,7,23
2020,D11,Crimes Against Property,Theft Over $5000,4,1,4
2020,D13,Crimes Against Property,Theft Over $5000,8,2,8
2020,D12,Crimes Against Property,Break & Enter-Apartment,7,4,7
2021,D22,Controlled Drugs and Substances Act,Other,13,9,13
2014,D31,Criminal Code Traffic,Other,8,8,8
2015,D55,Crimes Against the Person,Robbery-Other,11,6,11
2019,D22,Crimes Against the Person,Other,29,14,29
2018,D42,Crimes Against Property,Fraud,37,1,37
2014,D43,Crimes Against Property,Fraud,6,2,6
2014,D51,Crimes Against Property,Theft Under $5000,738,303,738
2015,D22,Crimes Against Property,Theft Under $5000,184,50,184
2022,D55,Criminal Code Traffic,Other,9,9,9
2018,D42,Crimes Against Property,Break & Enter-House,15,4,15
2020,D33,Crimes Against Property,Break & Enter-Apartment,4,1,4
2017,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2015,D41,Other Federal Statute Violations,Other,1,1,1
2023,D55,Crimes Against Property,Break & Enter-Apartment,22,2,22
2014,D53,Crimes Against Property,Break & Enter-Other,1,1,1
2016,D13,Crimes Against the Person,Robbery-Other,28,5,28
2018,D43,Crimes Against the Person,Robbery-Other,18,5,18
2019,D22,Crimes Against Property,Break & Enter-Other,2,1,2
2015,D52,Crimes Against the Person,Sexual Violation,39,26,39
2016,D22,Criminal Code Traffic,Other,1,1,1
